CODCONTA,CODMOV,CODTIPMOV,DATA,VALOR,OBS,DOCUMENTO,CODFORNEC,DATAEMISSAO,MES,IDREMESSA,VINCULADO,SALDOANT,SALDOATUAL,CODCAIXA_LANC,IDCODDESP_LANC,DEPOSITO_VINC,DESBLOQ_DEP,SELECIONADO,ORIGEM_LANC,ORIGEM_IDLANC,CONC_CONCILIADO,CONC_DATA,CONC_NUMERO,CONC_VALOR,CONC_OPERACAO,CONC_TIPOCONC
2,6136,4,2024-10-30,736.2,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1110,,,,,,
2,6137,99,2024-10-31,1113.88,Simples nacional PARCELAMENTO 10/60,,0,,10/2024,0,0,,,,4741,,,,,,1,2024-10-31,DARF DB   ID PA,1113.88,-,3
2,6138,4,2024-10-31,98.82,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1111,1,2024-10-31,608257229 -2,98.82,+,3
2,6180,4,2024-11-04,616,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1133,,,,,,
2,6043,99,2024-10-22,35.97,Despesas de copa COMPRA AÇUCAR,,0,,10/2024,0,0,,,,4678,,,,,,,,,,,
2,6044,5,2024-10-22,1479,RECEBIMENTO PIX CEI BB,,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-22,PIX_CRED  04571,1479,+,2
2,6045,99,2024-10-22,3000,Locação de Equipamentos LOCAÇAO PAINEL O,,0,,10/2024,0,0,,,,4679,,,,,,,,,,,
2,6046,99,2024-10-22,112.17,Energia elétrica ENERGIA ,,0,,10/2024,0,0,,,,4680,,,,,,,,,,,
2,6047,99,2024-10-22,447.83,Material de expediente (csp) PAPELARIA P,,0,,10/2024,0,0,,,,4681,,,,,,,,,,,
2,6048,99,2024-10-22,1404.96,Pagamento de terceiros - FACEMS/DOU CAIX,,0,,10/2024,0,0,,,,4682,,,,,,,,,,,
2,6049,99,2024-10-22,50.41,Pagamento de terceiros - CEI/ITAQ ACEN,,0,,10/2024,0,0,,,,4683,,,,,,,,,,,
2,6050,99,2024-10-22,59,Pagamento de terceiros - FACEMS/NAV MIRI,,0,,10/2024,0,0,,,,4684,,,,,,,,,,,
2,6051,99,2024-10-22,59,Pagamento de terceiros - FACEMS/DOU FLAV,,0,,10/2024,0,0,,,,4685,,,,,,,,,,,
2,6052,99,2024-10-22,81.65,Pagamento de terceiros - CEI/ITAQ IEL,,0,,10/2024,0,0,,,,4686,,,,,,,,,,,
2,6053,99,2024-10-22,59,Pagamento de terceiros - FACEMS/NAV DANI,,0,,10/2024,0,0,,,,4687,,,,,,,,,,,
2,6054,99,2024-10-22,234.07,Serviços prestados (csp) ASSOCIAÇAO COME,,0,,10/2024,0,0,,,,4688,,,,,,,,,,,
2,6055,99,2024-10-22,110,Material de expediente (csp) IMPRESSAO D,,0,,10/2024,0,0,,,,4689,,,,,,,,,,,
2,6056,99,2024-10-22,150,Serviços prestados (csp) 3 JOGADORES,,0,,10/2024,0,0,,,,4690,,,,,,,,,,,
2,6057,4,2024-10-23,14.58,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1080,,,,,,
2,6058,4,2024-10-23,621,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1081,,,,,,
2,6059,4,2024-10-23,616,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1082,,,,,,
2,6060,4,2024-10-23,883.45,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1083,,,,,,
2,6061,4,2024-10-23,40,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1084,,,,,,
2,6062,99,2024-10-23,3288.81,Pagamento de terceiros - CEI/ITAQ ACERTO,,0,,10/2024,0,0,,,,4691,,,,,,,,,,,
2,6063,4,2024-10-24,14.71,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1085,,,,,,
2,6064,4,2024-10-24,696,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1086,,,,,,
2,6065,4,2024-10-24,150,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1087,,,,,,
2,6066,5,2024-10-24,1000,RECEBIMENTO PIX UNOPAR,,,,10/2024,0,0,0,0,0,0,0,,0,,,1,2024-10-24,PIX_CRED  36167,1000,+,2
2,6067,4,2024-10-24,883.46,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1088,,,,,,
2,6068,4,2024-10-24,883.45,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1089,,,,,,
2,6069,4,2024-10-24,736.2,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1090,,,,,,
2,6070,99,2024-10-24,50,Material de expediente (csp) COMPRAS,,0,,10/2024,0,0,,,,4692,,,,,,,,,,,
2,6071,99,2024-10-24,169.3,Material de expediente (csp) ROSE EMBALA,,0,,10/2024,0,0,,,,4693,,,,,,,,,,,
2,6072,4,2024-10-24,1092.96,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1091,,,,,,
2,6073,99,2024-10-24,37.98,Material de expediente AMERICANAS,,0,,10/2024,0,0,,,,4694,,,,,,,,,,,
2,6074,99,2024-10-24,38,Material de expediente (csp) COMPRA PRES,,0,,10/2024,0,0,,,,4695,,,,,,,,,,,
2,6075,99,2024-10-24,40,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4696,,,,,,,,,,,
2,6076,99,2024-10-24,75,Material de expediente (csp) CABO HDMI I,,0,,10/2024,0,0,,,,4697,,,,,,,,,,,
2,6077,99,2024-10-25,329.67,Segurança patrimonial/ pessoal (csp) SEG,,0,,10/2024,0,0,,,,4698,,,,,,,,,,,
2,6078,4,2024-10-25,589.8,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1092,,,,,,
2,6079,99,2024-10-25,264.9,Manutenção e conservação predial (csp) C,,0,,10/2024,0,0,,,,4699,,,,,,,,,,,
2,6080,99,2024-10-25,71.1,Pagamento de terceiros - FACEMS/ITAQ MAR,,0,,10/2024,0,0,,,,4700,,,,,,,,,,,
2,6081,99,2024-10-25,150,Direitos de uso de softwares PONTO ELETR,,0,,10/2024,0,0,,,,4701,,,,,,,,,,,
2,6082,99,2024-10-25,59,Pagamento de terceiros - FACEMS/NAV MATR,,0,,10/2024,0,0,,,,4702,,,,,,,,,,,
2,6083,99,2024-10-25,403,Manutenção e conservação predial CASA E ,,0,,10/2024,0,0,,,,4703,,,,,,,,,,,
2,6084,99,2024-10-25,59,Pagamento de terceiros - FACEMS/DOU AGDA,,0,,10/2024,0,0,,,,4704,,,,,,,,,,,
2,6085,99,2024-10-25,59,Pagamento de terceiros - FACEMS/DOU MARC,,0,,10/2024,0,0,,,,4705,,,,,,,,,,,
2,6086,99,2024-10-25,59,Pagamento de terceiros - FACEMS/DOU JOSI,,0,,10/2024,0,0,,,,4706,,,,,,,,,,,
2,6087,99,2024-10-25,162.5,Pagamento de terceiros - FACEMS/DOU PAPE,,0,,10/2024,0,0,,,,4707,,,,,,,,,,,
2,6088,99,2024-10-25,300,Pagamento de terceiros - FACEMS/DOU EVEN,,0,,10/2024,0,0,,,,4708,,,,,,,,,,,
2,6089,99,2024-10-25,500,Pagamento de terceiros - FACEMS/DOU MANU,,0,,10/2024,0,0,,,,4709,,,,,,,,,,,
2,6090,99,2024-10-25,209,Pagamento de terceiros - FACEMS/NAV FARM,,0,,10/2024,0,0,,,,4710,,,,,,,,,,,
2,6091,99,2024-10-25,950,Pro-labore PIX CONTA ELAINE,,0,,10/2024,0,0,,,,4711,,,,,,,,,,,
2,6092,99,2024-10-25,59,Pagamento de terceiros - FACEMS/DOU AUGU,,0,,10/2024,0,0,,,,4712,,,,,,,,,,,
2,6093,99,2024-10-25,59,Pagamento de terceiros - FACEMS/DOU FABI,,0,,10/2024,0,0,,,,4713,,,,,,,,,,,
2,6094,4,2024-10-28,412,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1093,,,,,,
2,6095,4,2024-10-28,574.4,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1094,,,,,,
2,6096,99,2024-10-28,71.1,Pagamento de terceiros - FACEMS/ITAQ PED,,0,,10/2024,0,0,,,,4714,,,,,,,,,,,
2,6097,99,2024-10-28,71.1,Pagamento de terceiros - FACEMS/ITAQ ADI,,0,,10/2024,0,0,,,,4715,,,,,,,,,,,
2,6098,99,2024-10-28,660,Material de expediente (csp) ADESIVO CAR,,0,,10/2024,0,0,,,,4716,,,,,,,,,,,
2,6099,99,2024-10-28,650,Pro-labore ANA PAULA MARTINS-ELAINE,,0,,10/2024,0,0,,,,4717,,,,,,,,,,,
2,6100,4,2024-10-28,883.46,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1095,,,,,,
2,6101,99,2024-10-28,43.8,Despesas de copa COMPRA DE AÇUCAR,,0,,10/2024,0,0,,,,4718,,,,,,,,,,,
2,6102,4,2024-10-28,1540,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1096,,,,,,
2,6103,99,2024-10-28,59,Pagamento de terceiros - FACEMS/DOU JOSE,,0,,10/2024,0,0,,,,4719,,,,,,,,,,,
2,6104,99,2024-10-28,31.28,Despesas de copa COMPRA DE REFRIGERANTE,,0,,10/2024,0,0,,,,4720,,,,,,,,,,,
2,6105,99,2024-10-28,149.8,Despesas de copa (csp) COMPRA DE BOMBOM,,0,,10/2024,0,0,,,,4721,,,,,,,,,,,
2,6106,99,2024-10-28,98,Despesas de copa COMPRA DE 1 CENTO DE SA,,0,,10/2024,0,0,,,,4722,,,,,,,,,,,
2,6107,4,2024-10-29,40,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1097,,,,,,
2,6108,4,2024-10-29,612,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1098,,,,,,
2,6109,4,2024-10-29,8098.18,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1099,,,,,,
2,6110,4,2024-10-29,660,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1100,,,,,,
2,6111,99,2024-10-29,1000,Pagamento de terceiros - FACEMS/DOU PIX ,,0,,10/2024,0,0,,,,4723,,,,,,,,,,,
2,6112,4,2024-10-29,769.66,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1101,,,,,,
2,6113,99,2024-10-29,50.48,Serviços prestados (csp) ASSOCIAÇAO COME,,0,,10/2024,0,0,,,,4724,,,,,,,,,,,
2,6114,99,2024-10-29,2174.62,"Energia elétrica ENERGIA AV, CAMPO GRAND",,0,,10/2024,0,0,,,,4725,,,,,,,,,,,
2,6115,99,2024-10-29,2349.74,Pagamento de terceiros - CEI/ITAQ ENERGI,,0,,10/2024,0,0,,,,4726,,,,,,,,,,,
2,6116,99,2024-10-29,2196.68,Pagamento de terceiros - FACEMS/NAV ENER,,0,,10/2024,0,0,,,,4727,,,,,,,,,,,
2,6117,4,2024-10-30,736.2,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1102,,,,,,
2,6118,99,2024-10-29,60,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4729,,,,,,,,,,,
2,6119,99,2024-10-29,48.1,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4730,,,,,,,,,,,
2,6120,99,2024-10-29,4.5,Pagamento de terceiros - FACEMS/NAV COMP,,0,,10/2024,0,0,,,,4731,,,,,,,,,,,
2,6121,99,2024-10-29,54.87,Pro-labore PIX FELIPE FERNANDES ,,0,,10/2024,0,0,,,,4732,,,,,,,,,,,
2,6122,99,2024-10-30,3.08,Tarifas bancárias TARIFA BAIXA DE TITULO,,0,,10/2024,0,0,,,,4733,,,,,,,,,,,
2,6123,4,2024-10-30,933.16,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1103,,,,,,
2,6124,4,2024-10-30,978,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1104,,,,,,
2,6125,99,2024-10-30,362.71,Pro-labore AUTO POSTO ELAINE,,0,,10/2024,0,0,,,,4734,,,,,,,,,,,
2,6139,99,2024-10-31,37.77,Despesas de copa CHÁ MATE LEAO,,0,,10/2024,0,0,,,,4742,,,,,,1,2024-10-31,VE0683573 FOGO,37.77,-,3
2,6140,4,2024-10-31,1318,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1112,1,2024-10-31,PIX_CRED  02309,1318,+,3
2,6141,4,2024-10-31,519.24,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1113,1,2024-10-31,PIX_CRED  23671,519.24,+,3
2,6142,99,2024-10-31,140,Material de expediente (csp) COMPRA CANE,,0,,10/2024,0,0,,,,4743,,,,,,1,2024-10-31,VE0250278 ELISA,140,-,3
2,6143,4,2024-10-31,720,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1114,1,2024-10-31,PIX_CRED  06572,720,+,3
2,6144,99,2024-10-31,449.04,Material de expediente (csp) COMPRA PIT ,,0,,10/2024,0,0,,,,4744,,,,,,1,2024-10-31,VE0316638 DISTR,449.04,-,3
2,6145,99,2024-10-31,200,Doações APAE,,0,,10/2024,0,0,,,,4745,,,,,,1,2024-10-31,PIX_DEB   03907,200,-,3
2,6146,99,2024-10-31,35,Materiais elétricos COMPRA BUBINA POÇO A,,0,,10/2024,0,0,,,,4746,,,,,,1,2024-10-31,CX326833  15622,35,-,3
2,6147,4,2024-10-31,2616.73,Venda Depósito Bancário,,0,,10/2024,0,0,,,,,,,,VD,1115,1,2024-10-31,PIX_CRED  00193,2616.73,+,3
2,6148,99,2024-10-31,1,Pagamento de terceiros - FACEMS/NAV SACO,,0,,10/2024,0,0,,,,4747,,,,,,1,2024-10-31,VE0484545 ROSEM,1,-,3
2,6181,4,2024-11-04,658.29,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1134,,,,,,
2,6149,99,2024-10-31,113.86,Pagamento de terceiros - FACEMS/NAV LAVE,,0,,10/2024,0,0,,,,4748,,,,,,1,2024-10-31,VE0500362 LAVE,113.86,-,3
2,6150,99,2024-10-31,408,Pagamento de terceiros - FACEMS/NAV SALG,,0,,10/2024,0,0,,,,4749,,,,,,1,2024-10-31,VE0533760 MARI,408,-,3
2,6151,99,2024-10-31,53.95,Pagamento de terceiros - FACEMS/NAV AÇÃO,,0,,10/2024,0,0,,,,4750,,,,,,1,2024-10-31,VE0564948 HIPER,53.95,-,3
2,6152,99,2024-10-31,54.87,Pro-labore PIX FELIPE FERNANDES DIAS-ELA,,0,,10/2024,0,0,,,,4751,,,,,,,,,,,
2,6153,99,2024-10-31,100,Serviços prestados (csp) JOGOS FORA-WILL,,0,,10/2024,0,0,,,,4752,,,,,,,,,,,
2,6154,99,2024-10-31,77.89,Despesas de copa (csp) COMPRA FOGO,,0,,10/2024,0,0,,,,4753,,,,,,,,,,,
2,6155,99,2024-10-31,52.89,Despesas de copa (csp) COMPRAS FOGO,,0,,10/2024,0,0,,,,4754,,,,,,,,,,,
2,6156,4,2024-11-01,349.49,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1116,,,,,,
2,6157,4,2024-11-01,1608,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1117,,,,,,
2,6158,4,2024-11-01,880,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1118,,,,,,
2,6159,4,2024-11-01,883.46,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1119,,,,,,
2,6160,4,2024-11-01,903.95,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1120,,,,,,
2,6161,4,2024-11-01,597.08,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1121,,,,,,
2,6162,4,2024-11-01,726.4,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1122,,,,,,
2,6163,4,2024-11-01,7800,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1123,,,,,,
2,6164,99,2024-11-01,2500,Transferência bancária (entre contas) TR,,0,,11/2024,0,0,,,,4755,,,,,,,,,,,
2,6165,99,2024-11-01,130,Locação de Equipamentos LOCAÇAO TOALHAS-,,0,,11/2024,0,0,,,,4756,,,,,,,,,,,
2,6166,99,2024-11-01,2800,Pagamento de terceiros - FACEMS/NAV TROC,,0,,11/2024,0,0,,,,4757,,,,,,,,,,,
2,6167,99,2024-11-01,200,Pagamento de terceiros - FACEMS/NAV PIX ,,0,,11/2024,0,0,,,,4758,,,,,,,,,,,
2,6168,4,2024-11-01,688,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1124,,,,,,
2,6169,4,2024-11-01,562.4,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1125,,,,,,
2,6170,4,2024-11-01,320.8,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1126,,,,,,
2,6171,99,2024-11-01,193.4,Manutenção e conserv. equipamentos PLACA,,0,,11/2024,0,0,,,,4759,,,,,,,,,,,
2,6172,99,2024-11-01,550,Pagamento de terceiros - CEI/ITAQ CARTAO,,0,,11/2024,0,0,,,,4760,,,,,,,,,,,
2,6173,99,2024-11-01,100.8,Pagamento de terceiros - FACEMS/DOU LUCI,,0,,11/2024,0,0,,,,4761,,,,,,,,,,,
2,6174,4,2024-11-01,690,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1127,,,,,,
2,6175,4,2024-11-01,756,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1128,,,,,,
2,6176,4,2024-11-01,1560,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1129,,,,,,
2,6177,4,2024-11-01,654.08,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1130,,,,,,
6,6502,99,2024-11-05,1.77,DÉBITO SERVIÇO COBRANÇA - TAR. AGRUPADAS,1685751017019,,,11/2024,0,0,0,0,0,4997,0,,0,,,1,2024-11-05,202411051177,1.77,-,2
6,6681,2,2024-11-29,21213.46,BB RENDE FÁCIL,9903,,,11/2024,0,0,0,0,0,0,0,,0,,,1,2024-11-29,202411290212134,21213.46,+,2
2,6182,4,2024-11-04,769.66,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1135,,,,,,
2,6183,4,2024-11-04,883.45,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1136,,,,,,
2,6184,99,2024-11-04,204.94,Manutenção e conserv. equipamentos TROCA,,0,,11/2024,0,0,,,,4762,,,,,,,,,,,
2,6185,99,2024-11-04,370,Pro-labore PACOTE CACHORROS ELAINE,,0,,11/2024,0,0,,,,4763,,,,,,,,,,,
2,6186,99,2024-11-04,390,Pagamento de terceiros - FACEMS/NAV COMI,,0,,11/2024,0,0,,,,4764,,,,,,,,,,,
2,6187,99,2024-11-04,104.12,Pro-labore MULTA,,0,,11/2024,0,0,,,,4765,,,,,,,,,,,
2,6188,99,2024-11-04,100.01,Combustível e lubrificantes (csp) COMBUS,,0,,11/2024,0,0,,,,4766,,,,,,,,,,,
2,6189,4,2024-11-04,883.45,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1137,,,,,,
2,6190,4,2024-11-04,81.66,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1138,,,,,,
2,6191,4,2024-11-04,467.2,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1139,,,,,,
2,6192,4,2024-11-04,7900,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1140,,,,,,
2,6193,4,2024-11-04,883.46,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1141,,,,,,
2,6194,99,2024-11-04,2.31,Tarifas bancárias TARIFA COM LIQUIDAÇAO ,,0,,11/2024,0,0,,,,4767,,,,,,,,,,,
2,6195,4,2024-11-05,251778.21,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1142,1,2024-11-05,PIX_CRED  37315,251778.21,+,3
2,6196,4,2024-11-05,3255.35,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1143,1,2024-11-05,COB000003 -2,3255.35,+,3
2,6197,4,2024-11-05,40,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1144,1,2024-11-05,PIX_CRED  03789,40,+,3
2,6198,99,2024-11-05,50,Tarifas bancárias TARIFA INT CAPITAL,,0,,11/2024,0,0,,,,4768,,,,,,1,2024-11-05,COTA      -4,50,-,3
2,6199,4,2024-11-05,883.46,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1145,1,2024-11-05,PIX_CRED  82823,883.46,+,3
2,6200,99,2024-11-05,108,Material de expediente (csp) COPIA DE 9 ,,0,,11/2024,0,0,,,,4769,,,,,,1,2024-11-05,VE0407675 ELISI,108,-,3
2,6201,99,2024-11-05,21.98,Material de expediente (csp) COMPRA DE B,,0,,11/2024,0,0,,,,4770,,,,,,1,2024-11-05,VE0428521 DISTR,21.98,-,3
2,6202,99,2024-11-05,11000,Transferência bancária (entre contas) TR,,0,,11/2024,0,0,,,,4771,,,,,,1,2024-11-05,PIX_DEB   36167,11000,-,3
2,6204,99,2024-11-05,23000,Transferência bancária (entre contas) TR,,0,,11/2024,0,0,,,,4773,,,,,,1,2024-11-05,PIX_DEB   08645,23000,-,3
2,6205,99,2024-11-05,12700,Transferência bancária (entre contas) FO,,0,,11/2024,0,0,,,,4774,,,,,,1,2024-11-05,SI01423   08645,12700,-,3
2,6206,99,2024-11-05,3000,Pagamento de terceiros - FACEMS/NAV SALA,,0,,11/2024,0,0,,,,4775,,,,,,1,2024-11-05,PIX_DEB   05044,3000,-,3
2,6207,99,2024-11-05,1250,Transferência bancária (entre contas) PA,,0,,11/2024,0,0,,,,4776,,,,,,1,2024-11-05,SI01420   08645,1250,-,3
2,6208,4,2024-11-05,264.55,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1146,1,2024-11-05,PIX_CRED  04496,264.55,+,3
6,6503,5,2024-11-05,69218.16,PIX - RECEBIDO - 05/11 04:23 37315476000,307913844147211,,,11/2024,0,0,0,0,0,0,0,,0,,,1,2024-11-05,202411050692181,69218.16,+,2
6,6504,99,2024-11-06,46632.14,FOLHA DE PAGAMENTO,18772,,,11/2024,0,0,0,0,0,4998,0,,0,,,1,2024-11-06,202411061466321,46632.14,-,2
2,6209,99,2024-11-05,28.3,Serviços prestados (csp) COMPRA ROSE EMB,,0,,11/2024,0,0,,,,4777,,,,,,1,2024-11-05,VE0950889 Rosem,28.3,-,3
2,6210,99,2024-11-05,320.02,Pagamento de terceiros - FACEMS/NAV ABAS,,0,,11/2024,0,0,,,,4778,,,,,,1,2024-11-05,VE0979090 AUTO,320.02,-,3
2,6211,99,2024-11-05,71.78,Pagamento de terceiros - FACEMS/NAV SALG,,0,,11/2024,0,0,,,,4779,,,,,,1,2024-11-05,VE0016090 C VAL,71.78,-,3
2,6212,99,2024-11-05,130,Pagamento de terceiros - FACEMS/NAV DELI,,0,,11/2024,0,0,,,,4780,,,,,,1,2024-11-05,VE0037655 DELIC,130,-,3
2,6213,99,2024-11-05,1000,Transferência bancária (entre contas) TR,,0,,11/2024,0,0,,,,4781,,,,,,,,,,,
2,6214,99,2024-11-05,6290.27,Emprestimos bancários FINANCIAMENTE CAMI,,0,,11/2024,0,0,,,,4782,,,,,,1,2024-11-05,07207996000150,6290.27,-,3
2,6215,99,2024-11-05,13.8,Pagamento de terceiros - FACEMS/NAV ROSE,,0,,11/2024,0,0,,,,4783,,,,,,1,2024-11-05,VE0323880 Rosem,13.8,-,3
2,6216,99,2024-11-05,52.35,Tarifas bancárias TARIFA FOLHA DE PAGAME,,0,,11/2024,0,0,,,,4784,,,,,,1,2024-11-05,TARIFA    CTA.,52.35,-,3
2,6217,4,2024-11-05,883.46,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1147,1,2024-11-05,CX826106  05558,883.46,+,3
2,6218,99,2024-11-06,22,Material de expediente (csp) COMPRA DE E,,0,,11/2024,0,0,,,,4785,,,,,,1,2024-11-06,VE0967062 A COL,22,-,3
2,6219,99,2024-11-06,780,Pagamento de salário (csp) MAIRIA ARAUJO,,0,,11/2024,0,0,,,,4786,,,,,,1,2024-11-06,PIX_DEB   01738,780,-,3
2,6220,99,2024-11-06,1446.33,Pagamento de salário (csp) MARIA JULIA A,,0,,11/2024,0,0,,,,4787,,,,,,1,2024-11-06,PIX_DEB   04470,1446.33,-,3
2,6221,99,2024-11-06,1883.66,Pagamento de salário (csp) SOLANGE DA SI,,0,,11/2024,0,0,,,,4788,,,,,,1,2024-11-06,PIX_DEB   74001,1883.66,-,3
2,6222,99,2024-11-06,2100,Salario-Base  SALARIO FRAN-CN,,0,,11/2024,0,0,,,,4789,,,,,,1,2024-11-06,PIX_DEB   04340,2100,-,3
2,6223,99,2024-11-06,2000,Manutenção e conserv. equipamentos MANUT,,0,,11/2024,0,0,,,,4790,,,,,,1,2024-11-06,CX363840  22507,2000,-,3
2,6224,99,2024-11-06,1000,Pagamento de salário (csp) MARIA FERNAND,,0,,11/2024,0,0,,,,4791,,,,,,1,2024-11-06,PIX_DEB   07372,1000,-,3
2,6225,99,2024-11-06,4437,Pagamento de salário (csp) WANIA APARECI,,0,,11/2024,0,0,,,,4792,,,,,,1,2024-11-06,PIX_DEB   49010,4437,-,3
2,6226,99,2024-11-06,119800,Salario Base (csp) DINHEIRO ENVIADO PARA,,0,,11/2024,0,0,,,,4793,,,,,,1,2024-11-06,PIX_DEB   24227,119800,-,3
2,6227,99,2024-11-06,500,Pagamento de salário (csp) ANA PAULA DOS,,0,,11/2024,0,0,,,,4794,,,,,,1,2024-11-06,PIX_DEB   73442,500,-,3
2,6228,99,2024-11-06,56293.38,Salario-Base  FOLHA PAGAMENTO,,0,,11/2024,0,0,,,,4795,,,,,,1,2024-11-06,ND8----04 -33,56293.38,-,3
2,6229,99,2024-11-06,38,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,11/2024,0,0,,,,4796,,,,,,1,2024-11-06,VE0561184 ELISA,38,-,3
6,6505,99,2024-11-06,63,TARIFA ADIANT DEPOSITANTE - COBRANÇA REF,813110700029527,,,11/2024,0,0,0,0,0,4999,0,,0,,,1,2024-11-06,2024110616300,63,-,2
2,6230,5,2024-11-06,272.96,RECEBIMENTO PIX,,,,11/2024,0,0,0,0,0,0,0,,0,,,1,2024-11-06,PIX_CRED  04470,272.96,+,2
2,6231,4,2024-11-06,40,Venda Depósito Bancário,,0,,11/2024,0,0,,,,,,,,VD,1148,1,2024-11-06,PIX_CRED  00310,40,+,3
2,6232,99,2024-11-06,117.94,Pagamento de terceiros - FACEMS/DOU GUST,,0,,11/2024,0,0,,,,4797,,,,,,1,2024-11-06,38733648000140,117.94,-,3
2,6233,99,2024-11-06,1093.26,Serviços prestados (csp) PLANO DE SAUDE,,0,,11/2024,0,0,,,,4798,,,,,,1,2024-11-06,63554067000198,1093.26,-,3
2,6234,99,2024-11-06,479.37,Serviços prestados (csp) PLANO DE SAUDE ,,0,,11/2024,0,0,,,,4799,,,,,,,,,,,
2,6235,99,2024-11-06,524.16,Pagamento de terceiros - FACEMS/LAB PLAN,,0,,11/2024,0,0,,,,4800,,,,,,,,,,,
2,6236,99,2024-11-06,163.44,Pagamento de terceiros - FACEMS/DOU FERN,,0,,11/2024,0,0,,,,4801,,,,,,,,,,,
2,6237,99,2024-11-06,2550.74,Pagamento de terceiros - FACEMS/NAV PLAN,,0,,11/2024,0,0,,,,4802,,,,,,,,,,,
